41379|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
52062|52068|Aachen|Dennewartstr. 17|+49 241 946720|aachen@igmetall.de|+49 241 9467244|www.aachen.igmetall.de|
41849|52068|Aachen|Dennewartstr. 17|+49 241 946720|aachen@igmetall.de|+49 241 9467244|www.aachen.igmetall.de|
52146|52068|Aachen|Dennewartstr. 17|+49 241 946720|aachen@igmetall.de|+49 241 9467244|www.aachen.igmetall.de|
47652|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
52068|52068|Aachen|Dennewartstr. 17|+49 241 946720|aachen@igmetall.de|+49 241 9467244|www.aachen.igmetall.de|
46446|46397|Bocholt|Wesemannstr. 10|+49 2871 24990|bocholt@igmetall.de|+49 2871 249924|www.igmetall-bocholt.de|
52080|52068|Aachen|Dennewartstr. 17|+49 241 946720|aachen@igmetall.de|+49 241 9467244|www.aachen.igmetall.de|
54689|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
47551|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
52078|52068|Aachen|Dennewartstr. 17|+49 241 946720|aachen@igmetall.de|+49 241 9467244|www.aachen.igmetall.de|
52477|52068|Aachen|Dennewartstr. 17|+49 241 946720|aachen@igmetall.de|+49 241 9467244|www.aachen.igmetall.de|
54617|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
41844|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
52499|52068|Aachen|Dennewartstr. 17|+49 241 946720|aachen@igmetall.de|+49 241 9467244|www.aachen.igmetall.de|
41836|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
54673|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
41334|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
54619|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
47624|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
54616|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
52156|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
52222|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
52223|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
52249|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
52441|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
52159|52068|Aachen|Dennewartstr. 17|+49 241 946720|aachen@igmetall.de|+49 241 9467244|www.aachen.igmetall.de|
52457|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
47623|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
47608|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
41812|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
52224|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
47638|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
41366|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
47589|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
54608|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
54675|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
47546|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
54687|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
54597|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
47625|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
47627|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
47626|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
52152|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
41751|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
52428|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
47669|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
52393|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
41179|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
47665|47051|Duisburg|Stapeltor 17 - 19|+49 203 2828 0|duisburg-dinslaken@igmetall.de|+49 203 2828 200|www.igmetall-duisburg.de|
52379|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
54649|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
46459|46397|Bocholt|Wesemannstr. 10|+49 2871 24990|bocholt@igmetall.de|+49 2871 249924|www.igmetall-bocholt.de|
47929|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
41169|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
41749|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
47647|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
54595|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
52459|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
53940|53721|Siegburg|Kaiserstr. 108|+49 2241 96860|bonn-rhein-sieg@igmetall.de|+49 2241 9686 16|www.igmetall-bonn-rhein-sieg.de|
54669|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
54646|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
52445|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
53937|53721|Siegburg|Kaiserstr. 108|+49 2241 96860|bonn-rhein-sieg@igmetall.de|+49 2241 9686 16|www.igmetall-bonn-rhein-sieg.de|
41189|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
46509|47051|Duisburg|Stapeltor 17 - 19|+49 203 2828 0|duisburg-dinslaken@igmetall.de|+49 203 2828 200|www.igmetall-duisburg.de|
54636|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
41069|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
66706|66333|Völklingen|Poststr. 33|+49 6898 29040|voelklingen@igmetall.de|+49 6898 290450|www.igmetall-voelklingen.de|
54439|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
47906|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
41747|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
41748|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
54668|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
41068|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
52385|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
47661|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
52396|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
54457|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
54611|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
52353|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
46419|46397|Bocholt|Wesemannstr. 10|+49 2871 24990|bocholt@igmetall.de|+49 2871 249924|www.igmetall-bocholt.de|
47918|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
41063|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
41239|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
52355|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
54614|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
47877|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
53949|53721|Siegburg|Kaiserstr. 108|+49 2241 96860|bonn-rhein-sieg@igmetall.de|+49 2241 9686 16|www.igmetall-bonn-rhein-sieg.de|
52382|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
46519|47051|Duisburg|Stapeltor 17 - 19|+49 203 2828 0|duisburg-dinslaken@igmetall.de|+49 203 2828 200|www.igmetall-duisburg.de|
41061|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
47509|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
52372|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
41199|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
54453|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
54612|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
54441|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
41066|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
52349|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
41065|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
54666|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
41236|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
41238|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
41363|40476|Düsseldorf|Roßstr. 94|+49 211 38701 0|duesseldorf-neuss@igmetall.de|+49 211 38701 50|www.duesseldorf-neuss.igmetall.de|
54310|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
66693|66333|Völklingen|Poststr. 33|+49 6898 29040|voelklingen@igmetall.de|+49 6898 290450|www.igmetall-voelklingen.de|
47475|47051|Duisburg|Stapeltor 17 - 19|+49 203 2828 0|duisburg-dinslaken@igmetall.de|+49 203 2828 200|www.igmetall-duisburg.de|
54634|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
50181|50672|Köln|Hans-Böckler-Platz 1|+49 221 951524 0|koeln-leverkusen@igmetall.de|+49 221 951524 40|www.koeln-leverkusen.igmetall.de|
46487|47051|Duisburg|Stapeltor 17 - 19|+49 203 2828 0|duisburg-dinslaken@igmetall.de|+49 203 2828 200|www.igmetall-duisburg.de|
54456|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
46399|46397|Bocholt|Wesemannstr. 10|+49 2871 24990|bocholt@igmetall.de|+49 2871 249924|www.igmetall-bocholt.de|
54589|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
54298|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
47839|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
50189|50672|Köln|Hans-Böckler-Platz 1|+49 221 951524 0|koeln-leverkusen@igmetall.de|+49 221 951524 40|www.koeln-leverkusen.igmetall.de|
54331|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
41352|41065|Mönchengladbach|Rheydter Str. 328|+49 2161 92693 0|moenchengladbach@igmetall.de|+49 2161 92693 33|moenchengladbach.igmetall.de|
52351|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
46499|47051|Duisburg|Stapeltor 17 - 19|+49 203 2828 0|duisburg-dinslaken@igmetall.de|+49 203 2828 200|www.igmetall-duisburg.de|
47804|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
53925|53721|Siegburg|Kaiserstr. 108|+49 2241 96860|bonn-rhein-sieg@igmetall.de|+49 2241 9686 16|www.igmetall-bonn-rhein-sieg.de|
54308|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
47506|47051|Duisburg|Stapeltor 17 - 19|+49 203 2828 0|duisburg-dinslaken@igmetall.de|+49 203 2828 200|www.igmetall-duisburg.de|
52399|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
66663|66333|Völklingen|Poststr. 33|+49 6898 29040|voelklingen@igmetall.de|+49 6898 290450|www.igmetall-voelklingen.de|
54450|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
46395|46397|Bocholt|Wesemannstr. 10|+49 2871 24990|bocholt@igmetall.de|+49 2871 249924|www.igmetall-bocholt.de|
47803|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
41517|40476|Düsseldorf|Roßstr. 94|+49 211 38701 0|duesseldorf-neuss@igmetall.de|+49 211 38701 50|www.duesseldorf-neuss.igmetall.de|
54332|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
54329|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
52388|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
52391|52222|Stolberg|Zweifaller Str. 30|+49 2402 9514 10|www.stolberg.igmetall.de|+49 2421 2801 16|Kämergasse 27|
54311|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
47802|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
54655|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
54610|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
54584|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
47495|47051|Duisburg|Stapeltor 17 - 19|+49 203 2828 0|duisburg-dinslaken@igmetall.de|+49 203 2828 200|www.igmetall-duisburg.de|
53894|53721|Siegburg|Kaiserstr. 108|+49 2241 96860|bonn-rhein-sieg@igmetall.de|+49 2241 9686 16|www.igmetall-bonn-rhein-sieg.de|
54587|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
66780|66333|Völklingen|Poststr. 33|+49 6898 29040|voelklingen@igmetall.de|+49 6898 290450|www.igmetall-voelklingen.de|
47807|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
54657|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
54586|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
47805|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
41515|40476|Düsseldorf|Roßstr. 94|+49 211 38701 0|duesseldorf-neuss@igmetall.de|+49 211 38701 50|www.duesseldorf-neuss.igmetall.de|
47798|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
54455|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
54570|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
53947|53721|Siegburg|Kaiserstr. 108|+49 2241 96860|bonn-rhein-sieg@igmetall.de|+49 2241 9686 16|www.igmetall-bonn-rhein-sieg.de|
54574|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
50170|50672|Köln|Hans-Böckler-Platz 1|+49 221 951524 0|koeln-leverkusen@igmetall.de|+49 221 951524 40|www.koeln-leverkusen.igmetall.de|
54294|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
47447|47051|Duisburg|Stapeltor 17 - 19|+49 203 2828 0|duisburg-dinslaken@igmetall.de|+49 203 2828 200|www.igmetall-duisburg.de|
41564|40476|Düsseldorf|Roßstr. 94|+49 211 38701 0|duesseldorf-neuss@igmetall.de|+49 211 38701 50|www.duesseldorf-neuss.igmetall.de|
54568|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
50126|50672|Köln|Hans-Böckler-Platz 1|+49 221 951524 0|koeln-leverkusen@igmetall.de|+49 221 951524 40|www.koeln-leverkusen.igmetall.de|
47799|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
53909|53721|Siegburg|Kaiserstr. 108|+49 2241 96860|bonn-rhein-sieg@igmetall.de|+49 2241 9686 16|www.igmetall-bonn-rhein-sieg.de|
47445|47051|Duisburg|Stapeltor 17 - 19|+49 203 2828 0|duisburg-dinslaken@igmetall.de|+49 203 2828 200|www.igmetall-duisburg.de|
54451|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
54309|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
54459|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
54585|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
41516|40476|Düsseldorf|Roßstr. 94|+49 211 38701 0|duesseldorf-neuss@igmetall.de|+49 211 38701 50|www.duesseldorf-neuss.igmetall.de|
47800|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
47441|47051|Duisburg|Stapeltor 17 - 19|+49 203 2828 0|duisburg-dinslaken@igmetall.de|+49 203 2828 200|www.igmetall-duisburg.de|
54306|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
53945|53721|Siegburg|Kaiserstr. 108|+49 2241 96860|bonn-rhein-sieg@igmetall.de|+49 2241 9686 16|www.igmetall-bonn-rhein-sieg.de|
40670|40476|Düsseldorf|Roßstr. 94|+49 211 38701 0|duesseldorf-neuss@igmetall.de|+49 211 38701 50|www.duesseldorf-neuss.igmetall.de|
46562|47051|Duisburg|Stapeltor 17 - 19|+49 203 2828 0|duisburg-dinslaken@igmetall.de|+49 203 2828 200|www.igmetall-duisburg.de|
47809|47798|Krefeld|Ostwall 29|+49 2151 816330|krefeld@igmetall.de|+49 2151 816340|www.igmetall-krefeld.de|
66798|66333|Völklingen|Poststr. 33|+49 6898 29040|voelklingen@igmetall.de|+49 6898 290450|www.igmetall-voelklingen.de|
54293|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
54578|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
46483|47051|Duisburg|Stapeltor 17 - 19|+49 203 2828 0|duisburg-dinslaken@igmetall.de|+49 203 2828 200|www.igmetall-duisburg.de|
54647|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
54664|54292|Trier|Herzogenbuscher Str. 52|+49 651 9919 80|trier@igmetall.de|+49 651 9919 820|www.igmetall-trier.de|
46485|47051|Duisburg|Stapeltor 17 - 19|+49 203 2828 0|duisburg-dinslaken@igmetall.de|+49 203 2828 200|www.igmetall-duisburg.de|
